RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishRoundTimeSecs,TotalFightDurationSecs,RedWin,BlueWin,RedWinPercentage,BlueWinPercentage
Norma Dumont,Germaine de Randamie,0.6792792792792792,0.43800000000000006,0.106437012987013,0.06728113374758365,2024-04-06,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,2.57,0.46,0.4,0.0,0.0,5,3,31,2,0,1,3,4,1,0,9,Orthodox,175.26,180.34,135,0,3,0,3.11,0.49,0.0,1.91,0.68,3,2,24,0,0,1,5,0,0,0,6,Orthodox,170.18,170.18,135,33,39,0,-2,2,3,1,7,2,4,1,5.08,10.16,6,-0.54,0.4,-1.91,,,11.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.19366197183098594,0.1375,0.2522343594836147,0.5053852526926264,0.7286821705426356,0.1810344827586207,300.0,900.0,True,False,inf,0.0
Pedro Falcao,Victor Hugo,0.7675675675675675,0.41800000000000004,0.16233766233766234,0.04349636016783587,2024-04-06,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,3.46,0.51,1.4,0.67,0.5,1,0,2,0,0,0,0,0,1,0,1,Orthodox,170.18,180.34,135,0,1,0,2.9,0.48,0.0,2.07,0.22,1,0,3,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,31,31,0,0,0,0,0,-1,0,-1,1,2.54,12.7,0,0.56,1.4,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.295774647887324,0.140625,0.182720953326713,0.25683512841756423,0.29457364341085274,0.20977011494252873,300.0,900.0,False,True,0.0,inf
Dan Argueta,Jean Matsumoto,0.7675675675675675,0.41800000000000004,0.16233766233766234,0.04349636016783587,2024-04-06,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,4.76,0.38,0.6,1.2,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,0,1,0,2.18,0.45,1.6,4.45,0.48,1,1,10,0,0,0,1,0,0,0,1,Southpaw,170.18,172.72,135,30,24,0,0,0,0,-1,-7,0,0,0,-2.54,0.0,-6,2.58,-1.0,-3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,4:59,599.0,0.24295774647887325,0.103125,0.22244289970208542,0.30654515327257664,0.30077519379844964,0.25287356321839083,299.0,599.0,False,True,0.0,inf
Dylan Budka,Cesar Almeida,0.6609009009009008,0.536,0.07174155844155844,0.10193550704682564,2024-04-06,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,4.25,0.61,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,185,0,1,0,1.04,0.6,0.7,3.38,0.38,1,0,3,0,0,0,1,0,0,0,1,Switch,182.88,190.5,185,24,36,0,0,0,0,0,0,0,0,0,2.54,-2.54,12,3.21,-0.7,-3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2.0,2:13,433.0,0.21302816901408453,0.1484375,0.1628599801390268,0.5385252692626347,0.32558139534883723,0.2025862068965517,133.0,433.0,False,True,0.0,inf
Melissa Mullins,Nora Cornolle,0.590990990990991,0.5940000000000001,0.029581558441558437,0.21419356866597242,2024-04-06,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,3.29,0.59,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,0,1,0,2.73,0.52,0.0,0.65,0.2,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,32,34,0,0,0,0,0,0,0,0,0,0.0,-2.54,2,0.56,0.0,-0.65,,,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee,2.0,3:06,486.0,0.11795774647887325,0.171875,0.1628599801390268,0.3728251864125932,0.27286821705426356,0.23132183908045978,186.0,486.0,False,True,0.0,inf
Erin Blanchfield,Manon Fiorot,0.6421621621621622,0.552,0.05308,0.13290324818314198,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,False,Women's Flyweight,FEMALE,5,0,6,0,6.26,0.41,0.0,1.17,0.42,6,0,16,0,0,0,4,2,0,0,6,Orthodox,170.18,165.1,125,0,6,0,5.47,0.45,1.0,2.05,0.33,6,0,14,0,0,0,3,0,3,0,6,Orthodox,162.56,167.64,125,24,34,0,0,0,0,0,2,0,2,-3,7.62,-2.54,10,0.79,-1.0,-0.88,,3.0,2.0,2.0,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,6.0,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.2341549295774648,0.15625,0.1092353525322741,0.6710853355426678,0.4186046511627907,0.22413793103448276,300.0,1500.0,False,True,0.0,inf
Vicente Luque,Joaquin Buckley,0.6673873873873873,0.5296000000000001,0.08125662337662337,0.08954841059229908,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,4.25,0.36,0.0,1.69,0.44,3,4,26,0,0,1,1,5,0,0,7,Southpaw,177.8,193.04,170,0,1,0,5.07,0.52,0.6,1.0,0.53,6,5,45,0,0,1,1,8,5,0,15,Orthodox,180.34,190.5,170,32,29,0,1,-3,-8,-1,-19,0,-3,-5,-2.54,2.54,-3,-0.82,-0.6,0.69,,,11.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2.0,3:17,497.0,0.33098591549295775,0.15625,0.1628599801390268,0.6213753106876554,0.24806201550387597,0.14942528735632182,197.0,497.0,False,True,0.0,inf
Chris Weidman,Bruno Silva,0.772972972972973,0.41000000000000003,0.18181818181818182,0.03778807644417868,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Middleweight,MALE,3,2,0,0,4.12,0.49,0.0,0.93,0.27,3,4,16,0,0,0,0,4,0,0,4,Orthodox,182.88,187.96,185,2,0,0,3.18,0.45,0.8,3.44,0.42,9,7,43,5,0,0,4,4,3,0,11,Orthodox,187.96,198.12,185,39,34,0,0,-6,-7,-3,-27,-5,0,-3,-5.08,-10.16,-5,0.94,-0.8,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,2:18,738.0,0.295774647887324,0.203125,0.1727904667328699,0.47224523612261804,0.5426356589147286,0.048850574712643674,138.0,738.0,True,False,inf,0.0
Nursulton Ruziboev,Sedriques Dumas,0.6277477477477477,0.5640000000000001,0.043843766233766235,0.15612905403537924,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Middleweight,MALE,3,0,2,0,2.15,0.48,0.3,1.31,0.35,2,1,9,0,0,0,2,0,1,0,3,Orthodox,187.96,200.66,185,0,1,0,2.5,0.43,0.0,0.77,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,195.58,193.04,170,30,28,0,1,1,2,1,8,0,-1,1,-7.62,7.62,-2,-0.35,0.3,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:18,198.0,0.4366197183098592,0.234375,0.10327706057596822,0.3728251864125932,0.24806201550387597,0.1954022988505747,198.0,198.0,True,False,inf,0.0
Bill Algeo,Kyle Nelson,0.6133333333333333,0.5760000000000001,0.03708701298701299,0.1793548598876165,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,False,Featherweight,MALE,3,0,2,1,3.65,0.45,0.6,1.1,0.2,2,4,21,0,0,0,2,1,0,0,3,Switch,180.34,180.34,145,0,2,0,5.88,0.51,0.1,1.03,0.5,2,4,25,0,0,0,3,1,1,0,5,Switch,182.88,185.42,145,34,32,0,0,0,-2,0,-4,0,0,-1,-2.54,-5.08,-2,-2.23,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:00,240.0,0.1971830985915493,0.15625,0.1529294935451837,0.5053852526926264,0.31007751937984496,0.367816091954023,240.0,240.0,False,True,0.0,inf
Chidi Njokuani,Rhys McKee,0.6738738738738739,0.524,0.09340662337662338,0.07870970119458837,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,3,0,0,4.8,0.45,0.0,0.0,0.0,0,3,7,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,3,0,0,4.09,0.61,0.2,0.0,0.0,3,3,11,0,0,0,0,3,0,0,3,Orthodox,190.5,203.2,170,35,28,0,0,-3,-3,0,-4,0,-3,0,-2.54,-5.08,-7,0.71,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.4366197183098592,0.296875,0.2522343594836147,0.3728251864125932,0.20775193798449612,0.14224137931034483,300.0,900.0,True,False,inf,0.0
Nate Landwehr,Jamall Emmers,0.7718918918918919,0.41200000000000003,0.17792207792207793,0.03908918608802101,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,5.3,0.48,0.2,1.83,0.4,1,4,16,0,0,0,2,1,0,0,3,Orthodox,177.8,187.96,145,1,0,0,6.25,0.46,1.0,1.0,0.41,3,3,16,0,1,0,1,0,2,0,4,Orthodox,175.26,182.88,145,35,34,-1,1,-2,-1,1,0,0,1,-2,2.54,5.08,-1,-0.95,-0.8,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:43,283.0,0.27816901408450706,0.109375,0.27209533267130087,0.3562551781275891,0.32558139534883723,0.16666666666666669,283.0,283.0,True,False,inf,0.0
Virna Jandiroba,Loopy Godinez,0.7855855855855856,0.39280000000000004,0.22727272727272727,0.02906190892743461,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,4,0,4.16,0.48,1.0,2.95,0.47,4,3,27,0,0,2,3,0,2,0,7,Orthodox,157.48,154.94,115,0,2,0,2.12,0.38,1.7,2.29,0.34,2,3,20,0,0,0,2,1,2,0,5,Orthodox,160.02,162.56,115,35,30,0,2,2,2,0,7,0,-1,0,-2.54,-7.62,-5,2.04,-0.7,0.66,,10.0,5.0,,,5.0,,,,,,,,,,,,,10.0,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.27816901408450706,0.020312499999999997,0.182720953326713,0.3728251864125932,0.7906976744186046,0.28160919540229884,300.0,900.0,True,False,inf,0.0
Julio Arce,Herbert Burns,0.5981981981981982,0.5880000000000001,0.03170363636363636,0.20258066573985378,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Featherweight,MALE,3,2,0,0,1.86,0.36,1.8,2.94,0.34,3,2,7,0,0,0,0,1,2,0,3,Orthodox,175.26,185.42,145,1,0,0,4.36,0.36,0.3,0.46,0.28,3,4,27,0,0,0,2,3,1,0,6,Southpaw,170.18,177.8,145,34,36,1,0,0,-3,-2,-20,0,-2,1,5.08,7.62,2,-2.5,1.5,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:00,420.0,0.2605633802816902,0.34375,0.1529294935451837,0.30654515327257664,0.20465116279069767,0.4827586206896552,120.0,420.0,True,False,inf,0.0
Dennis Buzukja,Connor Matthews,0.6781981981981982,0.43920000000000003,0.10356597402597403,0.06944972724000704,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,5.3,0.44,0.7,2.97,0.53,1,1,6,0,0,0,1,0,0,0,1,Switch,172.72,180.34,145,2,0,0,4.21,0.43,0.2,0.63,0.27,1,3,10,0,0,0,1,0,0,0,1,Switch,175.26,177.8,145,26,31,-2,1,0,0,-2,-4,0,0,0,-2.54,2.54,5,1.09,0.5,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,0:22,622.0,0.22535211267605637,0.140625,0.27209533267130087,0.2899751449875725,0.27906976744186046,0.2672413793103448,22.0,622.0,True,False,inf,0.0
Ibo Aslan,Anton Turkalj,0.6738738738738739,0.524,0.09340662337662338,0.07870970119458837,2024-03-30,"Atlantic City, New Jersey, USA",USA,Red,False,Light Heavyweight,MALE,3,3,0,0,2.45,0.42,0.0,4.98,0.41,1,3,8,0,0,0,1,0,0,0,1,Orthodox,193.04,198.12,205,0,1,0,6.83,0.45,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,27,27,3,-1,0,0,3,7,0,-1,0,2.54,2.54,0,-4.38,0.0,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,1:32,692.0,0.5774647887323945,0.203125,0.4309831181727905,0.25683512841756423,0.20155038759689922,0.22413793103448276,92.0,692.0,True,False,inf,0.0
Andre Petroski,Jacob Malkoun,0.6666666666666666,0.532,0.08008662337662338,0.09419357176274654,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,3.86,0.56,0.4,6.62,0.42,2,3,14,0,0,0,3,0,0,0,3,Orthodox,175.26,185.42,185,1,0,0,3.0,0.5,2.0,4.07,0.56,5,1,14,0,0,1,1,1,2,0,5,Switch,182.88,185.42,185,32,28,0,0,-3,-2,2,0,0,-1,-2,-7.62,0.0,-4,0.86,-1.6,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2.0,0:39,339.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,39.0,339.0,False,True,0.0,inf
Angel Pacheco,Caolan Loughran,0.6666666666666666,0.532,0.08008662337662338,0.09419357176274654,2024-03-30,"Atlantic City, New Jersey, USA",USA,Blue,False,Bantamweight,MALE,3,1,0,0,5.64,0.43,0.0,2.0,0.26,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,1,0,0,9.5,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,32,27,0,0,0,0,0,0,0,0,0,-5.08,-5.08,-5,-3.86,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,False,True,0.0,inf
Amanda Ribas,Rose Namajunas,0.7855855855855856,0.39280000000000004,0.22727272727272727,0.02906190892743461,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,5,2,0,0,3.7,0.42,0.4,1.55,0.53,3,5,42,7,0,2,2,2,3,0,9,Orthodox,165.1,165.1,125,0,1,0,4.63,0.4,0.7,2.07,0.51,4,3,25,0,0,0,4,1,2,0,7,Orthodox,160.02,167.64,125,30,31,2,-1,-1,2,2,17,7,1,1,5.08,-2.54,1,-0.93,-0.3,-0.52,,,8.0,8.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,8.0,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.31338028169014087,0.140625,0.1926514399205561,0.3728251864125932,0.48062015503875966,0.12068965517241378,300.0,1500.0,False,True,0.0,inf
Karl Williams,Justin Tafa,0.6468468468468468,0.548,0.056857792207792204,0.12516131289906288,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,4.09,0.54,0.0,0.0,0.0,3,3,12,0,0,0,0,4,0,0,4,Southpaw,182.88,187.96,264,0,3,0,2.68,0.48,0.2,4.2,0.48,3,0,9,0,0,0,3,0,0,0,3,Orthodox,190.5,200.66,235,34,30,0,0,0,1,3,3,0,4,0,-7.62,-12.7,-4,1.41,-0.2,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2165492957746479,0.34375,0.21251241310824232,0.571665285832643,0.24806201550387597,0.14224137931034483,300.0,900.0,True,False,inf,0.0
Edmen Shahbazyan,AJ Dobson,0.6515315315315315,0.544,0.06114714285714286,0.1174193776149838,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,4.29,0.46,0.3,1.67,0.75,1,2,10,0,0,0,1,0,1,0,2,Orthodox,185.42,193.04,185,1,0,0,3.77,0.5,0.5,2.01,0.38,5,4,20,0,0,1,0,4,1,0,6,Orthodox,190.5,190.5,185,26,32,-1,1,-4,-4,-2,-10,0,-4,0,-5.08,2.54,6,0.52,-0.2,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:33,273.0,0.2605633802816902,0.171875,0.23237338629592852,0.38939519469759737,0.21085271317829457,0.25287356321839083,273.0,273.0,True,False,inf,0.0
Payton Talbott,Cameron Saaiman,0.6623423423423423,0.5344,0.07367324675324675,0.09883873293319399,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,5.32,0.46,0.7,0.91,0.28,4,1,13,0,1,0,0,3,0,0,4,Southpaw,172.72,170.18,135,0,2,0,8.38,0.55,0.5,0.0,0.0,2,0,6,0,0,0,1,0,1,0,2,Switch,177.8,177.8,135,25,23,1,-2,2,2,1,7,0,3,-1,-5.08,-7.62,-2,-3.06,0.2,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,0:21,321.0,0.21302816901408453,0.1328125,0.23237338629592852,0.47224523612261804,0.27906976744186046,0.2672413793103448,21.0,321.0,True,False,inf,0.0
Billy Quarantillo,Youssef Zalal,0.7603603603603604,0.42800000000000005,0.13636363636363635,0.0531017792747928,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,3,0,1,2.87,0.49,1.4,2.33,0.34,3,3,21,0,0,0,3,0,0,0,3,Switch,177.8,182.88,145,0,1,0,7.36,0.56,1.1,1.24,0.23,4,3,26,0,0,0,2,4,1,0,7,Orthodox,177.8,177.8,145,35,27,3,-1,-1,-4,0,-5,0,-4,-1,0.0,5.08,-8,-4.49,0.3,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:50,410.0,0.24295774647887325,0.11406250000000001,0.22244289970208542,0.4059652029826015,0.30077519379844964,0.20977011494252873,110.0,410.0,False,True,0.0,inf
Fernando Padilla,Luis Pajuelo,0.6558558558558558,0.54,0.06565662337662337,0.10967744233090472,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,6.03,0.57,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,145,1,0,0,6.48,0.42,0.8,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,145,27,29,-1,1,0,0,-1,-3,0,0,0,-7.62,-17.78,2,-0.45,-0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1.0,2:45,165.0,0.24295774647887325,0.1875,0.182720953326713,0.4391052195526098,0.24031007751937983,0.1810344827586207,165.0,165.0,True,False,inf,0.0
Kurt Holobaugh,Trey Ogden,0.7585585585585586,0.43000000000000005,0.12987012987012986,0.05548389534235109,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,3.07,0.48,0.8,2.04,0.3,1,2,12,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,155,0,1,0,4.63,0.45,0.8,0.76,0.33,1,5,16,0,0,0,0,0,1,0,1,Orthodox,180.34,177.8,155,37,34,1,-1,0,0,-3,-4,0,0,-1,0.0,5.08,-3,-1.56,0.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.31338028169014087,0.103125,0.1628599801390268,0.28169014084507044,0.31007751937984496,0.4252873563218391,300.0,900.0,False,True,0.0,inf
Ricardo Ramos,Julian Erosa,0.6576576576576576,0.538,0.06771805194805194,0.10580647468886517,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,2,0,0,6.18,0.48,0.8,1.69,0.48,3,7,30,0,0,2,1,2,2,0,7,Southpaw,185.42,187.96,145,1,0,0,3.03,0.36,0.8,2.77,0.61,3,4,23,0,0,1,3,2,1,0,7,Orthodox,175.26,182.88,145,28,34,1,0,0,0,3,7,0,0,1,10.16,5.08,6,3.15,0.0,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,2:15,135.0,0.27816901408450706,0.234375,0.1429990069513406,0.2982601491300746,0.2372093023255814,0.22413793103448276,135.0,135.0,False,True,0.0,inf
Miles Johns,Cody Gibson,0.6695495495495495,0.528,0.08496428571428571,0.08645163647866745,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,3,0,0,3.96,0.44,0.4,1.61,0.3,1,4,12,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,0,1,0,3.28,0.47,0.0,1.02,0.2,2,2,23,0,0,1,2,2,0,0,5,Orthodox,170.18,167.64,135,29,36,3,-1,-1,-4,2,-11,0,-1,0,7.62,12.7,7,0.68,0.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.2183098591549296,0.140625,0.3515392254220457,0.3728251864125932,0.26356589147286824,0.2385057471264368,300.0,900.0,True,False,inf,0.0
Jarno Errens,Steven Nguyen,0.7697297297297296,0.4152,0.17012987012987013,0.04133814086869314,2024-03-23,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,2,0,7.15,0.4,0.0,0.28,1.0,2,1,8,0,0,0,1,1,0,0,2,Switch,180.34,185.42,145,2,0,0,3.29,0.44,0.3,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,29,30,-2,2,2,2,-1,2,0,1,0,0.0,0.0,1,3.86,-0.3,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.27816901408450706,0.109375,0.23237338629592852,0.3231151615575808,0.32558139534883723,0.1810344827586207,300.0,900.0,True,False,inf,0.0
Montserrat Rendon,Daria Zhelezniakova,0.809009009009009,0.35800000000000004,0.3116883116883117,0.018931818866275645,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,3.8,0.38,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,175.26,172.72,135,0,1,0,3.13,0.28,0.0,3.0,0.54,1,0,3,0,0,1,0,0,0,0,1,Orthodox,172.72,172.72,135,35,28,0,-1,-1,-1,0,-3,0,0,0,2.54,0.0,-7,0.67,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.25176056338028174,0.171875,0.4309831181727905,0.3728251864125932,0.8527131782945736,0.23132183908045978,300.0,900.0,False,True,0.0,inf
Igor Severino,Andre Lima,0.6666666666666666,0.532,0.08008662337662338,0.09419357176274654,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,1,0,3.75,0.56,0.8,0.79,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,125,0,1,0,7.17,0.52,0.0,9.69,0.71,1,0,2,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,20,25,0,0,0,0,0,1,0,-1,0,0.0,-5.08,5,-3.42,0.8,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,Unknown,2.0,2:52,472.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,172.0,472.0,False,True,0.0,inf
Mohammed Usman,Mick Parkin,0.6666666666666666,0.532,0.08008662337662338,0.09419357176274654,2024-03-23,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,3,0,4.91,0.52,0.3,1.49,0.41,3,0,7,0,0,0,2,0,1,0,3,Orthodox,193.04,200.66,265,0,3,0,3.41,0.36,0.0,0.69,0.17,3,0,8,0,0,0,2,1,0,0,3,Orthodox,187.96,200.66,239,34,28,0,0,0,0,0,-1,0,-1,1,5.08,0.0,-6,1.5,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,False,True,0.0,inf
Tai Tuivasa,Marcin Tybura,0.6781981981981982,0.43920000000000003,0.10356597402597403,0.06944972724000704,2024-03-16,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,5,1,0,0,3.57,0.48,0.1,1.42,0.33,5,7,47,0,1,0,6,4,0,0,11,Orthodox,190.5,198.12,249,3,0,0,3.77,0.46,0.0,0.0,0.0,5,6,25,0,0,0,1,7,0,0,8,Southpaw,187.96,190.5,264,31,38,-2,0,0,3,1,22,0,-3,0,2.54,7.62,7,-0.2,0.1,1.42,,10.0,9.0,,,,,9.0,,,,,,,,,,,,,10.0,,,,,,,,,Red,SUB,Rear Naked Choke,1.0,4:08,248.0,0.7183098591549296,0.28125,0.47070506454816285,0.28169014084507044,0.20465116279069767,0.14511494252873564,248.0,248.0,False,True,0.0,inf
